aine_kood,nimi_et,nimi_en,eap,semester,hindamisskaala,oppeaste,oppetoovorm,keel,linn,teaduskond,oppejoud,toimumisajad,kirjeldus_et,kirjeldus_en,eeldusained,opitulemused_et,opitulemused_en,hindamise_eeltingimused,hindamise_meetod,kirjeldus
OIEO.06.046,Rahvusvaheline eraõigus,Private International Law,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",magistriõpe,päevaõpe,eesti keel,Tartu linn,sotsiaalteaduste valdkond,Gea Lepik,,"Kursuse raames käsitletakse rahvusvahelise eraõiguse põhiteemasid, terminoloogiat ja kujunemist, tutvustatakse ja õpetatakse praktikas kasutama Eestis kehtivaid rahvusvahelise kohtualluvuse ja kohaldatava õiguse kindlaksmääramise instrumente ja nende olulisemaid norme (Haagi konventsioonid, muud Eesti Vabariigile siduvaid välislepingud, EL õigusaktid ja riigisisene õigus).","The course covers the main topics of private international law (PIL), its terminology and development. The instruments which govern the determination of international jurisdiction and the applicable law in Estonia, as well as their most relevant norms, will be covered with the aim of teaching students to use them in practice (the Hague conventions, other international agreements that are binding to the Republic of Estonia, relevant EU law and Estonian legal acts).",,,"- At the end of the course the student is able to:
- -	explain the nature of the main institutes of the international private law;
- -	understand the different parts of the international private law and their specific features in case of  application those principles;
- -	apply and use the norms of international private law by solving the cases (to present a written legal argumentation);
- -	use the legal literature and the case law by solving the cases;
- -	apply and use different methods of interpretation in order to explain the content and the aim of the norms of international private law.",Aktiivne osalemine seminarides.,100% kirjalik eksam.,"Aine kood: OIEO.06.046 | Nimi (ET): Rahvusvaheline eraõigus | Nimi (EN): Private International Law | EAP: 6.0 | Semester: kevad | Õppeastmed: magistriõpe | Õppetöö vorm: päevaõpe | Keel: eesti keel | Hindamisskaala: Eristav (A, B, C, D, E, F, mi) | Linn: Tartu linn | Teaduskond: sotsiaalteaduste valdkond | Õppejõud: Gea Lepik | Kirjeldus: Kursuse raames käsitletakse rahvusvahelise eraõiguse põhiteemasid, terminoloogiat ja kujunemist, tutvustatakse ja õpetatakse praktikas kasutama Eestis kehtivaid rahvusvahelise kohtualluvuse ja kohaldatava õiguse kindlaksmääramise instrumente ja nende olulisemaid norme (Haagi konventsioonid, muud Eesti Vabariigile siduvaid välislepingud, EL õigusaktid ja riigisisene õigus). | Hindamise eeltingimused: Aktiivne osalemine seminarides. | Hindamise meetod: 100% kirjalik eksam."
KKSB.05.092,Praktiseerimine töökeskkonnas,Practice in the Work Environment,3.0,kevad,"Eristamata (arv, m.arv, mi)",bakalaureuseõpe,päevaõpe,eesti keel,Tartu linn,meditsiiniteaduste valdkond,Kadri Medijainen,"Neljapäev, Laupäev",Aines Praktiseerimine töökeskkonnas laiendab üliõpilane oma silmaringi füsioteraapia valdkonnas toimetades töökeskkonnas vabatahtlikuna.,Subject Practicing in the work environment the students expand their knowledge in the field of physiotherapy by volunteering in the work environment.,,,"- Student:
- understands and follows the work ethic and organization in the work environment;;
- can do teamwork and analyze his/her role in it;
- evaluate and analyze the development of his/her professional knowledge and skills in practice.
- The practice is related to the parts of career planning such as self-analysis (eg ability to analyze and interpret professional experience), knowledge of possibilities (eg have an idea of the professional identity of professions related to their specialty) and planning (eg ability to plan their working time).",Nõutava tähtaegne esitamine,,"Aine kood: KKSB.05.092 | Nimi (ET): Praktiseerimine töökeskkonnas | Nimi (EN): Practice in the Work Environment | EAP: 3.0 | Semester: kevad | Õppeastmed: bakalaureuseõpe | Õppetöö vorm: päevaõpe | Keel: eesti keel | Hindamisskaala: Eristamata (arv, m.arv, mi) | Linn: Tartu linn | Teaduskond: meditsiiniteaduste valdkond | Õppejõud: Kadri Medijainen | Toimumisajad: Neljapäev, Laupäev | Kirjeldus: Aines Praktiseerimine töökeskkonnas laiendab üliõpilane oma silmaringi füsioteraapia valdkonnas toimetades töökeskkonnas vabatahtlikuna. | Hindamise eeltingimused: Nõutava tähtaegne esitamine"
ARKI.02.030,Lastekirurgia,Paediatric Surgery,2.25,sügis,"Eristamata (arv, m.arv, mi)",integreeritud bakalaureuse- ja magistriõpe,päevaõpe,inglise keel,Tartu linn,meditsiiniteaduste valdkond,"Jekaterina Nerman, Jürgen Rünk, Pille-Riin Värk, Ragnar Lõivukene, Viljo Kübarsepp",,"Lastekirurgiliste haiguste diagnoosimise ja ravi printsiibid, metoodika ja taktika. Antud aine moodustab ühe osa õppeainest ""Kirurgia"" (12 EAP)","Diagnostic and treatment principles, methods and tactics of surgical diseases in children. The course is a part of the subject ""Surgery"" (12 CP).","(AR00.00.016 ""Diagnostika alused"")",,"- After completing the course the student knows
- 1) the epidemiology, etiology, pathogenesis and prophylaxis of more frequent surgical diseases in children;
- 2) the clinical picture and possible complications of surgical diseases in children;
- 3) contemporary clinical methods of patient investigation;
- 4) treatment methods, incl operative treatment, and indications for their usage, as well as time limits of operative treatment;
- The student is able to
- 1) take the anamnesis, carry out clinical examinations of a paediatric surgery patient and to analyse the results of paediatric clinical tests;
- 2) draw up a plan for examinations and analyse their results;
- 3) make clinical diagnosis, explain it on the basis of differential diagnosis;
- 4) determine indications for conservative or surgical treatment;",Participation in practical classes; max 1 absence,"A part of the complec exam ""Surgery""","Aine kood: ARKI.02.030 | Nimi (ET): Lastekirurgia | Nimi (EN): Paediatric Surgery | EAP: 2.25 | Semester: sügis | Õppeastmed: integreeritud bakalaureuse- ja magistriõpe | Õppetöö vorm: päevaõpe | Keel: inglise keel | Hindamisskaala: Eristamata (arv, m.arv, mi) | Linn: Tartu linn | Teaduskond: meditsiiniteaduste valdkond | Õppejõud: Jekaterina Nerman, Jürgen Rünk, Pille-Riin Värk, Ragnar Lõivukene, Viljo Kübarsepp | Kirjeldus: Lastekirurgiliste haiguste diagnoosimise ja ravi printsiibid, metoodika ja taktika. Antud aine moodustab ühe osa õppeainest ""Kirurgia"" (12 EAP) | Eeldusained: (AR00.00.016 ""Diagnostika alused"") | Hindamise eeltingimused: Participation in practical classes; max 1 absence | Hindamise meetod: A part of the complec exam ""Surgery"""
LOFY.04.041,Kvantväljateooria,Quantum Field Theory,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)","doktoriõpe, magistriõpe",päevaõpe,eesti keel,,loodus- ja täppisteaduste valdkond,Stefan Groote,,"Loengukursuses esitatakse süstemaatiline sissejuhatus kvantväljateooriasse. Lähtudes variatsioon- ja sümmeetriaprintsiipidest tuuakse sisse klassikalisi välju kirjeldavad nn. kanoonilised suurused, millele operaatorväärtuse omistamise abil kvantiseeritakse vabad väljad (skalaarne, spiinor- ja vektorväli). Vastastikmõjuvad väljad kvantiseeritakse interaktsiooniesituses. Käsitletakse ka häiritusarvutust, normaal- ja kronoloogilisi korrutisi, Wick?i teoreemi, hajumismaatriksit, footoni hajumist elektronil jms.
Aine on vajalik fundamentaalfüüsika suuna magistrantidele.","In this lecture series we give a systematic introduction to quantum field theory. On the basis of the variation and symmetry priciples we introduce classical fields describing so-called canonical quantities whose operator valued description allow to quantise free fields (scalar, spinor and vector fields). The interacting fields are quantised in the interaction picture. We also deal with perturbative calculations, normal and time ordered products, Wick's theorem, the scattering matrix, the scattering of the photon with the electron etc. The subject is necessary for master students of physics.","(LOFY.04.073 ""Kvantmehaanika"") VÕI (LTFY.04.001 ""Kvantmehaanika"")",,"- After the course, the student:
- 1. knows the special features of second quantisation.
- 2. is able to calculate with secondary quantised fields.
- 3. knows Feynman rules and is able to calculate with them.
- 4. is able to apply perturbation theory for the calculation of simple processes.",Koduste ülesannete õigeaegne esitamine õppejõule,"Hinde kujunemine: 
- kodused ülesanded
- eksam","Aine kood: LOFY.04.041 | Nimi (ET): Kvantväljateooria | Nimi (EN): Quantum Field Theory | EAP: 6.0 | Semester: kevad | Õppeastmed: doktoriõpe, magistriõpe | Õppetöö vorm: päevaõpe | Keel: eesti keel | Hindamisskaala: Eristav (A, B, C, D, E, F, mi) | Teaduskond: loodus- ja täppisteaduste valdkond | Õppejõud: Stefan Groote | Kirjeldus: Loengukursuses esitatakse süstemaatiline sissejuhatus kvantväljateooriasse. Lähtudes variatsioon- ja sümmeetriaprintsiipidest tuuakse sisse klassikalisi välju kirjeldavad nn. kanoonilised suurused, millele operaatorväärtuse omistamise abil kvantiseeritakse vabad väljad (skalaarne, spiinor- ja vektorväli). Vastastikmõjuvad väljad kvantiseeritakse interaktsiooniesituses. Käsitletakse ka häiritusarvutust, normaal- ja kronoloogilisi korrutisi, Wick?i teoreemi, hajumismaatriksit, footoni hajumist elektronil jms.
Aine on vajalik fundamentaalfüüsika suuna magistrantidele. | Eeldusained: (LOFY.04.073 ""Kvantmehaanika"") VÕI (LTFY.04.001 ""Kvantmehaanika"") | Hindamise eeltingimused: Koduste ülesannete õigeaegne esitamine õppejõule | Hindamise meetod: Hinde kujunemine: 
- kodused ülesanded
- eksam"
ARSK.01.030,Endokrinoloogia,Endocrinology,2.25,kevad,"Eristav (A, B, C, D, E, F, mi)",integreeritud bakalaureuse- ja magistriõpe,päevaõpe,inglise keel,Tartu linn,meditsiiniteaduste valdkond,"Ingrid Reppo, Olga Gusseva, Piia Muru, Sille Kaseleht, Vallo Volke",,"Anda üliõpilastele üldised praktilised teadmised endokrinoloogiliste haiguste etiopatogeneesist, diagnoosmimisest, ravist ja preventsioonist","For Students Gives General Practical Knowledge in Ethiopathogenesis, Diagnosis, Treatment and Prevention of Endocrine Diseases.",,,"- Students that have passed this course:
- - have acquired knowledge of the  epidemiology, etiology, pathogenesis and clinical symptoms of the most common endocrine diseases
- - are aware of and can interpret the instrumental and laboratory research methods used in diagnosing and monitoring endocrine diseases; know the principles of treating and monitoring the most common endocrine diseases
- - know how to interview and examine a patient with an endocrine disease (or suspected)
- - are able to independently interview and physically study a diabetic patient (assessment of diabetic neuropathy); can make research-based decisions regarding the alteration of the treatment of a diabetic patient; know how to examine and monitor a patient for complications caused by diabetes
- - are familiar with the different groups and know the major side effects of medication used in the treatment of diabetes
- - recognize a patient with endocrine disease that needs emergency care and can administer treatment in case of emergency (acute complications of diabetes, adrenal insufficiency)",Praktikumidest osavõtt ja arvestuse sooritamine.,"Moodustab ühe osa sisehaiguste eksamist. Eriala osakaal eksami hindes on igal aastal erinev ja määratakse eksami korraldaja poolt. Haigusloo positiivne hinne, kirjalik eksam.","Aine kood: ARSK.01.030 | Nimi (ET): Endokrinoloogia | Nimi (EN): Endocrinology | EAP: 2.25 | Semester: kevad | Õppeastmed: integreeritud bakalaureuse- ja magistriõpe | Õppetöö vorm: päevaõpe | Keel: inglise keel | Hindamisskaala: Eristav (A, B, C, D, E, F, mi) | Linn: Tartu linn | Teaduskond: meditsiiniteaduste valdkond | Õppejõud: Ingrid Reppo, Olga Gusseva, Piia Muru, Sille Kaseleht, Vallo Volke | Kirjeldus: Anda üliõpilastele üldised praktilised teadmised endokrinoloogiliste haiguste etiopatogeneesist, diagnoosmimisest, ravist ja preventsioonist | Hindamise eeltingimused: Praktikumidest osavõtt ja arvestuse sooritamine. | Hindamise meetod: Moodustab ühe osa sisehaiguste eksamist. Eriala osakaal eksami hindes on igal aastal erinev ja määratakse eksami korraldaja poolt. Haigusloo positiivne hinne, kirjalik eksam."
ARSK.03.007,Laboratoorne meditsiin,Laboratory Medicine,1.5,kevad,"Eristamata (arv, m.arv, mi)",integreeritud bakalaureuse- ja magistriõpe,päevaõpe,inglise keel,Tartu linn,meditsiiniteaduste valdkond,"Kaja Vaagen, Kalle Kisand, Kristiina Kurg, Mailis Tõnisson",,"Tsükli vältel õpitakse tundma laboratoorse meditsiini põhimõisteid ja sagedasemate laboratoorsete uuringute kasutusvõimalusi. Tehakse praktilisi töid vere- ja uriini preparaate mikroskopeerides, glükoosi ainevahetuse interpreteerimisel. Harjutatakse laboratoorsete tulemuste seostamist teiste haige ja terve inimese seisundi kliiniliste näitajatega. Tegemist on ühe osaga diagnostika aluste kursusest.","During the class the students explore basic concepts of laboratory medicine and possibilities to use most frequent lab investigations. They perform practical exercises by microscopy of the blood and urine sediment specimens, by interpreting changes in glucose metabolism. They practice how to couple laboratory results with other clinical indicators of the status of the ill and healthy individual. The class is a part of the course of Fundamentals of  the diagnostics.",,,"- The students who have successfully passed the class
- 1.	know the basic concepts of laboratory medicine,
- 2.	can instruct a patient before the lab tests in order to minimize the effect of preanalytical factors to the results,
- 3.	are able to interprete major deviations in most frequent hematological investigations,
- 4.	are able to assay the level of glucose in blood and comment the results,
- 5.	know critical values of the vital laboratory parameters,
- 6.	can make decisions on reference change values, taking into consideration biological variantion of the corresponding analyte.","Osalemine seminarides ja praktikumides, lävendi ületamine seminari eelsetes testides Moodlis",Lõputesti alusel,"Aine kood: ARSK.03.007 | Nimi (ET): Laboratoorne meditsiin | Nimi (EN): Laboratory Medicine | EAP: 1.5 | Semester: kevad | Õppeastmed: integreeritud bakalaureuse- ja magistriõpe | Õppetöö vorm: päevaõpe | Keel: inglise keel | Hindamisskaala: Eristamata (arv, m.arv, mi) | Linn: Tartu linn | Teaduskond: meditsiiniteaduste valdkond | Õppejõud: Kaja Vaagen, Kalle Kisand, Kristiina Kurg, Mailis Tõnisson | Kirjeldus: Tsükli vältel õpitakse tundma laboratoorse meditsiini põhimõisteid ja sagedasemate laboratoorsete uuringute kasutusvõimalusi. Tehakse praktilisi töid vere- ja uriini preparaate mikroskopeerides, glükoosi ainevahetuse interpreteerimisel. Harjutatakse laboratoorsete tulemuste seostamist teiste haige ja terve inimese seisundi kliiniliste näitajatega. Tegemist on ühe osaga diagnostika aluste kursusest. | Hindamise eeltingimused: Osalemine seminarides ja praktikumides, lävendi ületamine seminari eelsetes testides Moodlis | Hindamise meetod: Lõputesti alusel"
MJRI.09.027,Sissejuhatus majandusteooriasse,Introduction to Economics,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",bakalaureuseõpe,päevaõpe,eesti keel,,sotsiaalteaduste valdkond,"Raul Omel, Riia Eratalay",Esmaspäev,"Käsitletakse majandusteooria põhialuseid, erinevaid majandusteoreetilisi kontseptsioone ning majandusteooria ja majanduspoliitika seoseid.","The fundamentals of the economics, different theoretical concepts of economics and the connections between the economic theory and the economic policy are dealt with.",,,"- A student who has passed the subject:
- * understands the operating mechanisms of the economy as a whole;
- * knows the logic of the structure of the micro- and macroeconomics` model of economy, the premises and the possible conclusions;
- * can analyse the standard situations dealt with in economic theory on the basis of a verbal, graphic and mathematical model;
- * can describe the problems which arise in economic practice as a theoretical model;
- * can critically assess the practical application possibilities of such a model;
- * has, on the basis of concrete models, become acquainted with the problems` abstract analysis possibilities and can use these skills in further studies and professional work.",Järeleksamile pääsemiseks peavad olema sooritatud kõik moodle testid ja vähemalt 1 kontrolltöö.,"Kursuse lõpphinne kujuneb jooksva töö tulemuste summana. Kokku on võimalik saada 100 punkti, millest kumbki kontrolltöö annab 35 punkti, on-line testid moodles 20 punkti ja rühmatöö koos ettekandega 10 punkti. Kõik hinnatavad tegevused (välja arvatud rühmatöö) on kohustuslikud. Kui jooksva töö punktisumma jääb alla 51% lävendi, tuleb sessi ajal sooritada korduseksam.

Hindamisel lähtutakse Tartu Ülikooli Õppekorralduseeskirja punktist 93. (ÕKE, jõustunud 31.01.2020)
https://www.ut.ee/et/oppimine/uliopilasele/oppekorraldusest

Hinne kujuneb järgnevalt saadud punktide põhjal:
Hinne A (""suurepärane"") 91-100 punkti
Hinne B (""väga hea"") 81-90 punkti
Hinne C (""hea"") 71-80 punkti
Hinne D (""rahuldav"") 61-70 punkti
Hinne E (""kasin"") 51-60 punkti
Hinne F (""puudulik"") 50 punkti ja vähem","Aine kood: MJRI.09.027 | Nimi (ET): Sissejuhatus majandusteooriasse | Nimi (EN): Introduction to Economics | EAP: 6.0 | Semester: kevad | Õppeastmed: bakalaureuseõpe | Õppetöö vorm: päevaõpe | Keel: eesti keel | Hindamisskaala: Eristav (A, B, C, D, E, F, mi) | Teaduskond: sotsiaalteaduste valdkond | Õppejõud: Raul Omel, Riia Eratalay | Toimumisajad: Esmaspäev | Kirjeldus: Käsitletakse majandusteooria põhialuseid, erinevaid majandusteoreetilisi kontseptsioone ning majandusteooria ja majanduspoliitika seoseid. | Hindamise eeltingimused: Järeleksamile pääsemiseks peavad olema sooritatud kõik moodle testid ja vähemalt 1 kontrolltöö. | Hindamise meetod: Kursuse lõpphinne kujuneb jooksva töö tulemuste summana. Kokku on võimalik saada 100 punkti, millest kumbki kontrolltöö annab 35 punkti, on-line testid moodles 20 punkti ja rühmatöö koos ettekandega 10 punkti. Kõik hinnatavad tegevused (välja arvatud rühmatöö) on kohustuslikud. Kui jooksva töö punktisumma jääb alla 51% lävendi, tuleb sessi ajal sooritada korduseksam.

Hindamisel lähtutakse Tartu Ülikooli Õppekorralduseeskirja punktist 93. (ÕKE, jõustunud 31.01.2020)
https://www.ut.ee/et/oppimine/uliopilasele/oppekorraldusest

Hinne kujuneb järgnevalt saadud punktide põhjal:
Hinne A (""suurepärane"") 91-100 punkti
Hinne B (""väga hea"") 81-90 punkti
Hinne C (""hea"") 71-80 punkti
Hinne D (""rahuldav"") 61-70 punkti
Hinne E (""kasin"") 51-60 punkti
Hinne F (""puudulik"") 50 punkti ja vähem"
LOFY.04.035,Matemaatilise füüsika võrrandid,Equations of Mathematical Physics,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",bakalaureuseõpe,päevaõpe,eesti keel,,loodus- ja täppisteaduste valdkond,Küllike Rägo,,"Loengukursus sisaldab järgmisi teemasid: ODVde struktuur, klassifikatsioon ja lihtsustamine. ODVd füüsikas. Alg- ja ääretingimused ODVde jaoks. Matemaatilise füüsika ülesannete liigid. Fourier' meetod. Sturm-Liouville'i rajaülesanne. Integraalteisendused. Spetsiaalfunktsioonid. Ülekandeprotsesse kirjeldavad võrrandid. Lainevõrrandid. Statsionaarsed võrrandid.","The lecture course covers the following topics: The structure, classification and simplification of PDEs. PDEs in physics. The initial and boundary conditions for PDEs. The types of the problems of mathematical physics. Fourier method. Sturm-Liouville boundary problem. Integral transformations. Special functions. Heat equations. Wave equations. Stationary equations.","(LTFY.04.013 ""Matemaatiline füüsika"") VÕI (LTFY.04.002 ""Matemaatiline füüsika"")",,"- After the course, the student:
- 1. Knows how to classify and simplify the PDEs;
- 2. Is able to compile a PDE to describe some simple physical processes and phenomena;
- 3. Is capable of applying the separation of variables to solve PDEs;
- 4. Is capable of applying the method of Green's function to solve PDEs;
- 5. Is capable of applying the Fourier and Laplace integral transforms to solve PDEs;
- 6. Knows and is able to make use of the most important special functions.","<P><B><font color=red>o</font> </B>Eksamile (sh korduseksamile) pääsemiseks peab üliõpilasel eksamisessiooni alguseks so 1. juuniks 2026 olema  kogutud nelja koduse töö eest vähemalt 23 punkti (p).<P>
<B><font color=red>o</font> </B>Kirjalik eksam: 04.06.2026; 10.06.2026.

<B><font color=red>o</font> </B>Korduseksam: 19.06.2026.
<P>

<B><font color=red>o</font> </B>Üliõpilasel tuleb eksamile (sh korduseksamile) ÕIS-is registreeruda ning kirjutada eksamitöö registreeritud kuupäeval.

<P>","<P><B><font color=red>*</font> </B>Koondtulemuseks on maksimaalselt 100 p, mis kujuneb järgnevalt:
        --kolm testi Moodle's - kokku maksimaalselt 3x3=9 p;
        --neli kodust tööd - kokku maksimaalselt 3+(3×14)=45 p;
        --kirjalik eksam - maksimaalselt 46 p.
<P>
<B><font color=red>*</font> </B>Hinne: F koondtulemus alla 51 p või eksamitulemus alla 23 p; E 51-60 p; D 61-70 p; C 71-80 p; B 81-90 p; A 91-100 p.
<P>
<B><font color=red>*</font> </B>Positiivsed tulemused on hindamisskaalal hinded A, B, C, D, E.
<P>
<B><font color=red>*</font> </B>Kursuse läbimiseks positiivse tulemusega peab eksamitulemus olema vähemalt 23 punkti.
<P>
<B><font color=red>*</font> </B>Moodle'i testidel soorituspiir puudub.
<P>
<B><font color=red>*</font> </B>Eksamisessiooni alguseks so 1. juuniks 2026 peab nelja koduse töö punktisumma olema vähemalt 23 punkti.
<P>
<P>
<B><font color=orange>V</font> </B>Eksamisessiooni sees on valida kahe eksamiaja vahel.
<P>
<B><font color=orange>V</font> </B>Koduste tööde ja Moodle'i testide toimumise ajavahemikud on toodud ÕISis ainekava (so õppeaine versiooni) ajakavas ja keskkonnas Moodle.
<P>
<B><font color=orange>V</font> </B>Punktide seisust saab üliõpilane ülevaate keskkonnas Moodle seadistuste plokis lingist Hinded. 
<P>","Aine kood: LOFY.04.035 | Nimi (ET): Matemaatilise füüsika võrrandid | Nimi (EN): Equations of Mathematical Physics | EAP: 6.0 | Semester: kevad | Õppeastmed: bakalaureuseõpe | Õppetöö vorm: päevaõpe | Keel: eesti keel | Hindamisskaala: Eristav (A, B, C, D, E, F, mi) | Teaduskond: loodus- ja täppisteaduste valdkond | Õppejõud: Küllike Rägo | Kirjeldus: Loengukursus sisaldab järgmisi teemasid: ODVde struktuur, klassifikatsioon ja lihtsustamine. ODVd füüsikas. Alg- ja ääretingimused ODVde jaoks. Matemaatilise füüsika ülesannete liigid. Fourier' meetod. Sturm-Liouville'i rajaülesanne. Integraalteisendused. Spetsiaalfunktsioonid. Ülekandeprotsesse kirjeldavad võrrandid. Lainevõrrandid. Statsionaarsed võrrandid. | Eeldusained: (LTFY.04.013 ""Matemaatiline füüsika"") VÕI (LTFY.04.002 ""Matemaatiline füüsika"") | Hindamise eeltingimused: <P><B><font color=red>o</font> </B>Eksamile (sh korduseksamile) pääsemiseks peab üliõpilasel eksamisessiooni alguseks so 1. juuniks 2026 olema  kogutud nelja koduse töö eest vähemalt 23 punkti (p).<P>
<B><font color=red>o</font> </B>Kirjalik eksam: 04.06.2026; 10.06.2026.

<B><font color=red>o</font> </B>Korduseksam: 19.06.2026.
<P>

<B><font color=red>o</font> </B>Üliõpilasel tuleb eksamile (sh korduseksamile) ÕIS-is registreeruda ning kirjutada eksamitöö registreeritud kuupäeval.

<P> | Hindamise meetod: <P><B><font color=red>*</font> </B>Koondtulemuseks on maksimaalselt 100 p, mis kujuneb järgnevalt:
        --kolm testi Moodle's - kokku maksimaalselt 3x3=9 p;
        --neli kodust tööd - kokku maksimaalselt 3+(3×14)=45 p;
        --kirjalik eksam - maksimaalselt 46 p.
<P>
<B><font color=red>*</font> </B>Hinne: F koondtulemus alla 51 p või eksamitulemus alla 23 p; E 51-60 p; D 61-70 p; C 71-80 p; B 81-90 p; A 91-100 p.
<P>
<B><font color=red>*</font> </B>Positiivsed tulemused on hindamisskaalal hinded A, B, C, D, E.
<P>
<B><font color=red>*</font> </B>Kursuse läbimiseks positiivse tulemusega peab eksamitulemus olema vähemalt 23 punkti.
<P>
<B><font color=red>*</font> </B>Moodle'i testidel soorituspiir puudub.
<P>
<B><font color=red>*</font> </B>Eksamisessiooni alguseks so 1. juuniks 2026 peab nelja koduse töö punktisumma olema vähemalt 23 punkti.
<P>
<P>
<B><font color=orange>V</font> </B>Eksamisessiooni sees on valida kahe eksamiaja vahel.
<P>
<B><font color=orange>V</font> </B>Koduste tööde ja Moodle'i testide toimumise ajavahemikud on toodud ÕISis ainekava (so õppeaine versiooni) ajakavas ja keskkonnas Moodle.
<P>
<B><font color=orange>V</font> </B>Punktide seisust saab üliõpilane ülevaate keskkonnas Moodle seadistuste plokis lingist Hinded. 
<P>"
MTMM.00.007,Eesti keele suuline ja kirjalik väljendusõpetus,Estonian Orthography and Creative Composition,2.0,kevad,"Eristamata (arv, m.arv, mi)",bakalaureuseõpe,päevaõpe,eesti keel,Tartu linn,loodus- ja täppisteaduste valdkond,Urve Kangro,,"Kursusel keskendutakse eestikeelse lõputöö kirjutamise ja suulise tutvustamise toetamisele.
Üldised teemad:
- teadustekst (viitamine, oskussõnavara),
- erialainfootsing,
- akadeemiline esinemine,
- matemaatilise teksti vormistamine,
- lõputöö vormistamise ja kaitsmise põhiprintsiibid.",The course tackles with the practical questions of writing and oral presentation of the bachelor thesis .,,,"- After passing the course student
- 1. is able to express his/her ideas in correct Estonian;
2. knows the rules how to write the mathematical text in general;
3. knows how to write mathematical text correctly in Estonian;","1. Osalemine vähemalt 10 seminaris.
2. Oma uurimistööst (bakalaureusetööst) kahe suulise ettekande tegemine.
3. Oma uurimistöö lõplikult LaTeXis vormistatud osa (5 lk) esitamine.","Lõpphinne kujuneb seminarides osalemise, ettekannete ja kirjaliku osa põhjal.","Aine kood: MTMM.00.007 | Nimi (ET): Eesti keele suuline ja kirjalik väljendusõpetus | Nimi (EN): Estonian Orthography and Creative Composition | EAP: 2.0 | Semester: kevad | Õppeastmed: bakalaureuseõpe | Õppetöö vorm: päevaõpe | Keel: eesti keel | Hindamisskaala: Eristamata (arv, m.arv, mi) | Linn: Tartu linn | Teaduskond: loodus- ja täppisteaduste valdkond | Õppejõud: Urve Kangro | Kirjeldus: Kursusel keskendutakse eestikeelse lõputöö kirjutamise ja suulise tutvustamise toetamisele.
Üldised teemad:
- teadustekst (viitamine, oskussõnavara),
- erialainfootsing,
- akadeemiline esinemine,
- matemaatilise teksti vormistamine,
- lõputöö vormistamise ja kaitsmise põhiprintsiibid. | Hindamise eeltingimused: 1. Osalemine vähemalt 10 seminaris.
2. Oma uurimistööst (bakalaureusetööst) kahe suulise ettekande tegemine.
3. Oma uurimistöö lõplikult LaTeXis vormistatud osa (5 lk) esitamine. | Hindamise meetod: Lõpphinne kujuneb seminarides osalemise, ettekannete ja kirjaliku osa põhjal."
